Open_time,Open,High,Low,Close,Volume,Spread,MA7,MA21,Lag_1,Lag_2,Lag_3,Target_3d,Daily_Return,Volatility_7d,RSI
2020-01-25,8438.99,8451.26,8254.9,8340.58,25521.157932,196.36000000000058,8563.79142857143,8370.253809523809,8439.0,8404.52,8682.36,9374.21,-1.1662519255836057,1.4939823343208707,57.707010044573096
2020-01-26,8340.01,8618.13,8293.66,8615.0,31130.485164,324.46999999999935,8551.405714285715,8430.075238095238,8340.58,8439.0,8404.52,9301.53,3.2901788604629445,2.0207860449782835,59.8214856704337
2020-01-27,8614.39,9000.0,8535.0,8907.57,53973.542996,465.0,8589.294285714286,8484.816666666666,8615.0,8340.58,8439.0,9513.21,3.39605339524085,2.388059728741199,66.55989963067746
2020-01-28,8907.57,9400.0,8862.4,9374.21,74584.853765,537.6000000000004,8680.462857142858,8543.337142857143,8907.57,8615.0,8340.58,9352.89,5.238690237629329,3.0061476920259613,62.975603473653216
2020-01-29,9375.34,9449.24,9216.0,9301.53,53864.065122,233.23999999999978,8768.915714285715,8602.649047619047,9374.21,8907.57,8615.0,9384.61,-0.7753186668529755,3.0215826399959673,60.739209791711446
2020-01-30,9301.57,9578.0,9204.44,9513.21,60626.744259,373.5599999999995,8927.3,8683.384761904763,9301.53,9374.21,8907.57,9331.51,2.2757546339150503,2.3867890523256183,66.907965416688
2020-01-31,9511.52,9530.22,9210.01,9352.89,45552.022352,320.2099999999991,9057.855714285713,8738.42619047619,9513.21,9301.53,9374.21,9292.24,-1.6852355829420351,2.702168243609784,59.504300187227855
2020-02-01,9351.71,9464.53,9281.0,9384.61,28578.067354,183.53000000000065,9207.002857142857,8803.407142857144,9352.89,9513.21,9301.53,9197.02,0.33914650979538497,2.506439756810241,60.006490927647555
2020-02-02,9384.41,9477.03,9120.0,9331.51,45690.91254,357.03000000000065,9309.361428571428,8858.003809523809,9384.61,9352.89,9513.21,9612.04,-0.5658199967819688,2.5289033420039084,64.44140752188648
2020-02-03,9331.59,9618.79,9234.0,9292.24,50892.133451,384.7900000000009,9364.314285714285,8914.284761904762,9331.51,9384.61,9352.89,9772.0,-0.4208322125786812,2.3770639477757123,65.040338071456
2020-02-04,9291.35,9350.0,9093.01,9197.02,53308.175266,256.9899999999998,9339.00142857143,8932.71380952381,9292.24,9331.51,9384.61,9813.73,-1.024726007937804,1.277359303045574,60.661045406400476
2020-02-05,9197.02,9744.45,9177.22,9612.04,64870.415615,567.2300000000014,9383.36,8970.362857142856,9197.02,9292.24,9331.51,9895.05,4.512548629882285,2.174204439692979,68.42132378000937
2020-02-06,9612.03,9862.57,9526.35,9772.0,64949.706588,336.21999999999935,9420.33,9020.45761904762,9612.04,9197.02,9292.24,10151.75,1.6641628624100457,2.1015644822747053,78.42402826855127
2020-02-07,9772.0,9885.0,9730.0,9813.73,43966.114632,155.0,9486.164285714285,9063.33619047619,9772.0,9612.04,9197.02,9851.83,0.4270364306180774,1.8930999468050012,78.48886125790077
2020-02-08,9813.87,9940.0,9667.11,9895.05,43600.843666,272.8899999999994,9559.084285714285,9109.959523809524,9813.73,9772.0,9612.04,10223.08,0.8286349838440676,1.8863836690624947,82.44359568384368
2020-02-09,9895.04,10166.0,9880.75,10151.75,43408.475616,285.25,9676.261428571428,9179.009523809524,9895.05,9813.73,9772.0,10326.46,2.5942264061323606,1.8903041025560188,82.31276782748026
2020-02-10,10151.72,10188.0,9756.0,9851.83,59573.084619,432.0,9756.202857142856,9236.60380952381,10151.75,9895.05,9813.73,10229.63,-2.954367473588293,2.425051718889648,69.79348336463647
2020-02-11,9851.74,10323.59,9700.0,10223.08,62422.395224,623.5900000000001,9902.782857142856,9307.415714285715,9851.83,10151.75,9895.05,10344.36,3.768335426007141,2.4789741396706964,68.53516981165038
2020-02-12,10223.08,10450.0,10223.08,10326.46,61008.06393,226.92000000000007,10004.842857142856,9385.70619047619,10223.08,9851.83,10151.75,9904.72,1.011241230627169,2.106525948893414,72.08339258550626
2020-02-13,10325.33,10500.0,10080.0,10229.63,79344.358759,420.0,10070.218571428572,9472.61619047619,10326.46,10223.08,9851.83,9917.27,-0.9376882300420442,2.2069342013428797,66.23990134830035
2020-02-14,10227.78,10381.56,10111.37,10344.36,47038.480173,270.1899999999987,10146.022857142858,9563.347619047618,10229.63,10326.46,10223.08,9706.0,1.1215459405667705,2.209445566875062,72.9491007568919
2020-02-15,10344.36,10375.0,9801.0,9904.72,57657.202947,574.0,10147.404285714287,9637.830476190476,10344.36,10229.63,10326.46,10164.71,-4.250045435387029,2.9115701075688043,60.126476303216
2020-02-16,9904.46,10050.0,9638.12,9917.27,60023.999537,411.8799999999992,10113.907142857144,9699.843333333334,9904.72,10344.36,10229.63,9593.79,0.126707266838455,2.693471163935204,61.58764322339684
2020-02-17,9910.7,9964.16,9452.67,9706.0,70261.011901,511.4899999999998,10093.074285714287,9737.86380952381,9917.27,9904.72,10344.36,9596.42,-2.1303241718739208,2.573567388901107,57.66358463726885
2020-02-18,9706.0,10250.0,9576.01,10164.71,70604.124019,673.9899999999998,10084.735714285713,9775.506666666668,9706.0,9917.27,9904.72,9677.05,4.726045744900054,2.831273809535025,65.7963898256943
2020-02-19,10164.78,10250.0,9350.0,9593.79,55162.586895,900.0,9980.06857142857,9789.42380952381,10164.71,9706.0,9917.27,9650.86,-5.61668753953628,3.457260897441132,49.71651894585434
2020-02-20,9594.65,9699.0,9400.0,9596.42,60152.342914,299.0,9889.61,9793.38619047619,9593.79,10164.71,9706.0,9936.4,0.027413566484146834,3.4790718712147766,47.132526342607406
2020-02-21,9597.21,9755.51,9550.21,9677.05,42181.554524,205.3000000000011,9794.279999999999,9808.822380952382,9596.42,9593.79,10164.71,9656.13,0.840209161333072,3.4539472114549974,47.795825162555474
2020-02-22,9677.05,9709.17,9560.02,9650.86,24636.757623,149.14999999999964,9758.014285714287,9821.500952380951,9677.05,9596.42,9593.79,9315.84,-0.2706403294392312,3.12151263408168,45.99077281757435
2020-02-23,9650.85,9990.0,9645.0,9936.4,37702.089843,345.0,9760.747142857143,9850.305238095238,9650.86,9677.05,9596.42,8785.25,2.958700053673957,3.3643715993455556,46.49745136117155
2020-02-24,9936.4,9990.0,9473.56,9656.13,55796.59612,516.4400000000005,9753.622857142856,9867.633333333333,9936.4,9650.86,9677.05,8823.21,-2.8206392657300516,3.448890874787349,46.796571660544615
2020-02-25,9655.52,9675.0,9250.0,9315.84,54379.344552,425.0,9632.355714285715,9873.291428571429,9656.13,9936.4,9650.86,8692.91,-3.524082629376357,2.9258175168968785,34.997254909742736
2020-02-26,9316.48,9377.44,8633.63,8785.25,92130.345482,743.8100000000013,9516.85,9833.920476190475,9315.84,9656.13,9936.4,8523.61,-5.6955679788403435,2.9457436395078216,27.668736724054483
2020-02-27,8786.0,8971.77,8531.0,8823.21,72483.578762,440.77000000000044,9406.391428571429,9788.74,8785.25,9315.84,9656.13,8531.88,0.432087874562459,2.977918407455325,29.26808415292811
2020-02-28,8823.25,8900.0,8445.0,8692.91,71155.208977,455.0,9265.8,9735.36761904762,8823.21,8785.25,9315.84,8915.24,-1.4767867930152279,2.8450865640748355,25.76735368262264
2020-02-29,8690.8,8790.0,8523.55,8523.61,36748.183035,266.4500000000007,9104.764285714286,9670.060952380953,8692.91,8823.21,8785.25,8760.07,-1.9475641643592279,2.7959420740690737,27.987823342842987
2020-03-01,8523.61,8750.0,8411.0,8531.88,43892.201779,339.0,8904.118571428571,9592.924285714285,8523.61,8692.91,8823.21,8750.87,0.09702461750360492,2.12593250665198,27.889443226179097
2020-03-02,8530.3,8965.75,8498.0,8915.24,60401.31773,467.75,8798.277142857143,9548.324761904762,8531.88,8523.61,8692.91,9054.68,4.493265259239476,3.238303435600932,38.036768977536745
